/chain,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@xPos,/stages/stage/@yPos
23,,Company Identifier,SIC Code,SIC Description,Part_0015,Manuf_0002,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0015,Manuf_0011,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0016,Manuf_0002,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0017,Manuf_0003,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0017,Manuf_0045,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0017,Manuf_0048,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0003,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0033,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0037,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0043,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0044,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0019,Manuf_0003,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0019,Manuf_0011,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0019,Manuf_0043,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0019,Manuf_0047,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0003,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0009,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0014,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0018,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0003,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0012,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0003,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0006,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0009,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0025,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0027,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0043,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0023,Manuf_0003,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0024,Manuf_0003,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0025,Manuf_0004,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0026,Manuf_0005,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0027,Manuf_0006,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0027,Manuf_0009,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0027,Manuf_0015,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0027,Manuf_0020,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0027,Manuf_0023,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0028,Manuf_0006,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0029,Manuf_0007,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0006,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0011,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0031,Manuf_0006,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0031,Manuf_0009,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0006,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0009,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0020,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0023,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0006,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0009,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0020,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0023,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0034,Manuf_0006,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0034,Manuf_0020,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0034,Manuf_0023,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0008,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0036,Manuf_0010,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0037,Manuf_0009,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0037,Manuf_0027,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0006,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0015,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0020,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0023,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0039,Manuf_0009,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0009,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0011,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0042,Manuf_0012,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0043,Manuf_0012,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0043,Manuf_0014,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0043,Manuf_0018,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0043,Manuf_0028,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0043,Manuf_0044,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0044,Manuf_0012,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0044,Manuf_0028,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0045,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0045,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0045,Manuf_0025,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0045,Manuf_0027,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0046,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0046,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0047,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0047,Manuf_0020,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0047,Manuf_0023,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0048,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0048,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0049,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0049,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0050,Manuf_0014,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0050,Manuf_0018,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0051,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0051,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0052,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0052,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0052,Manuf_0027,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0053,Manuf_0014,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0053,Manuf_0018,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0053,Manuf_0044,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0054,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0054,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0054,Manuf_0027,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0055,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0055,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0055,Manuf_0025,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0014,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0018,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0022,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0023,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0028,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0044,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0045,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0046,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0057,Manuf_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0057,Manuf_0017,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0057,Manuf_0043,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0057,Manuf_0047,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0058,Manuf_0014,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0058,Manuf_0015,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0058,Manuf_0018,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0058,Manuf_0022,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0058,Manuf_0023,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0058,Manuf_0028,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0058,Manuf_0044,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0058,Retail_0013,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0059,Manuf_0015,,,,,,,,,,,
23,,Company Identifier,SIC Code,SIC Description,Part_0059,Manuf_0025,,,,,,,,,,,
