/chain,,,,,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@StageTime_3_p,/stages/stage/@StageTime_3_v,/stages/stage/@StageTime_4_p,/stages/stage/@StageTime_4_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
24,,Company Identifier,SIC Code,SIC Description,Dist_0014,Dist_0054,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0015,Dist_0055,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0016,Dist_0056,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0017,Dist_0057,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0018,Dist_0058,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0018,Dist_0059,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0019,Dist_0060,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0019,Dist_0061,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0020,Dist_0062,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0021,Dist_0063,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0022,Dist_0064,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0023,Dist_0065,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0024,Dist_0066,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0025,Dist_0067,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0026,Dist_0068,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0027,Dist_0069,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0028,Dist_0070,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0029,Dist_0071,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0030,Dist_0072,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0031,Dist_0073,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0032,Dist_0074,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0033,Dist_0075,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0034,Dist_0076,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Dist_0035,Dist_0077,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0010,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0023,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Manuf_0024,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0027,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0029,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0030,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0031,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0029,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0029,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0030,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0031,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0030,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0031,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0033,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0034,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0035,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0036,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0037,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0038,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0039,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0040,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0041,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0042,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0043,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0044,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0045,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0047,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0048,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0012,Manuf_0046,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0013,Manuf_0039,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0015,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0016,Manuf_0035,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0016,Manuf_0036,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0017,Manuf_0046,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0033,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0034,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0035,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0036,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0037,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0038,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0039,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0040,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0041,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0042,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0043,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0044,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0045,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0047,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Manuf_0048,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Manuf_0033,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Manuf_0034,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Manuf_0040,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Manuf_0041,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Manuf_0043,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Manuf_0046,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Manuf_0047,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Manuf_0048,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0034,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0035,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0036,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0037,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0038,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0039,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0043,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0044,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0045,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Manuf_0046,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0021,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0021,Manuf_0033,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0021,Manuf_0047,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0022,Manuf_0040,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0022,Manuf_0041,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0022,Manuf_0042,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0022,Manuf_0048,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0023,Manuf_0044,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0024,Manuf_0045,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0033,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0034,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0035,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0036,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0040,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0041,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0042,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0043,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0046,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0047,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Manuf_0048,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Manuf_0040,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Manuf_0041,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Manuf_0042,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Manuf_0043,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Manuf_0046,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Manuf_0048,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0027,Manuf_0037,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0027,Manuf_0038,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0027,Manuf_0039,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0028,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0028,Manuf_0033,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0028,Manuf_0034,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0028,Manuf_0035,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0028,Manuf_0047,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0029,Manuf_0046,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0034,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0035,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0036,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0037,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0038,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0039,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0043,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0044,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0045,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Manuf_0033,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Manuf_0040,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Manuf_0041,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Manuf_0042,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Manuf_0047,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Manuf_0048,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0032,Dist_0001,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0032,Dist_0002,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0033,Dist_0003,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0033,Dist_0004,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0033,Dist_0005,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0034,Dist_0006,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0034,Dist_0007,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Dist_0008,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Dist_0009,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Dist_0010,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Dist_0011,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0037,Dist_0012,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0037,Dist_0013,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Dist_0014,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Dist_0015,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0039,Dist_0016,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0039,Dist_0017,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0040,Dist_0018,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0040,Dist_0019,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0041,Dist_0020,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0041,Dist_0021,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Dist_0022,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Dist_0023,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0043,Dist_0024,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0043,Dist_0025,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0044,Dist_0026,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0044,Dist_0027,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0045,Dist_0028,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0045,Dist_0029,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Dist_0030,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Dist_0031,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0047,Dist_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0047,Dist_0033,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0048,Dist_0034,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Manuf_0048,Dist_0035,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0001,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0011,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0012,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0017,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0018,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0003,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0023,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0025,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0027,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0032,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0033,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0034,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0035,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0036,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0037,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0038,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0039,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0040,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0041,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0042,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0043,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0044,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0045,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0046,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0047,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0048,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0024,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0027,,,,,,,,,,,,,,,,,,,,
24,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0032,,,,,,,,,,,,,,,,,,,,
