/chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@StageTime_3_p,/stages/stage/@StageTime_3_v,/stages/stage/@StageTime_4_p,/stages/stage/@StageTime_4_v,/stages/stage/@StageTime_5_p,/stages/stage/@StageTime_5_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
11,,Company Identifier,SIC Code,SIC Description,Part_0002,Trans_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0003,Trans_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0004,Trans_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0005,Trans_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0006,Trans_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0007,Trans_0007,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0008,Trans_0008,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0009,Trans_0009,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0010,Trans_0010,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0011,Trans_0011,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0012,Trans_0012,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Part_0013,Trans_0013,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0002,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0002,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0003,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0003,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0005,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0005,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0005,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0006,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0006,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0006,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0009,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0009,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0009,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0009,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0009,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0009,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0010,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0010,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0010,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0010,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0010,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0010,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0011,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0011,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0011,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0011,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0011,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0011,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0012,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0012,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0012,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0012,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0012,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0012,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0013,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0013,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0013,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0013,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0013,Manuf_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0013,Manuf_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0014,Retail_0001,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0015,Retail_0002,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0016,Retail_0003,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0017,Retail_0004,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0018,Retail_0005,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0019,Retail_0006,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0020,Retail_0007,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0021,Retail_0008,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0022,Retail_0009,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0023,Retail_0010,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0024,Retail_0011,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0025,Retail_0012,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0026,Retail_0013,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0027,Retail_0014,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0028,Retail_0015,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0029,Retail_0016,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0030,Retail_0017,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,Trans_0031,Retail_0018,,,,,,,,,,,,,,,,,,,,,,
11,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,18454,Manuf_0001,19.75,0.15,10,0.3,15,0.25,20,0.05,25,0.25,30,,6.977642868,272,496
11,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,20605,Manuf_0002,18,0.15,10,0.3,15,0.4,20,0.1,25,0.05,30,,5.099019514,272,560
11,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,20375,Manuf_0003,24,0.05,10,0.1,15,0.15,20,0.4,25,0.3,30,,5.61248608,272,624
11,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,18383,Manuf_0004,20.25,0.1,10,0.2,15,0.35,20,0.25,25,0.1,30,,5.584576976,272,688
11,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,15355,Manuf_0005,19.75,0.1,10,0.25,15,0.4,20,0.1,25,0.15,30,,5.804093383,272,752
11,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,17021,Manuf_0006,19.75,0.1,10,0.25,15,0.4,20,0.1,25,0.15,30,,5.804093383,272,816
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,722,Part_0001,6,,,,,,,,,,,,0.52,48,240
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,5436,Part_0002,8,,,,,,,,,,,,0.07,48,304
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,4741,Part_0003,9,,,,,,,,,,,,0.07,48,368
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,4268,Part_0004,7,,,,,,,,,,,,0.04,48,432
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,8181,Part_0005,16,,,,,,,,,,,,0.51,48,496
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,7911,Part_0006,7,,,,,,,,,,,,0.05,48,560
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,20130,Part_0007,8,,,,,,,,,,,,2,48,624
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,10018,Part_0008,22,,,,,,,,,,,,3,48,688
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,9622,Part_0009,3,,,,,,,,,,,,0.41,48,752
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,11764,Part_0010,7,,,,,,,,,,,,0.85,48,816
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,9753,Part_0011,8,,,,,,,,,,,,0.33,48,880
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,9679,Part_0012,1,,,,,,,,,,,,,48,944
11,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,40663,Part_0013,4,,,,,,,,,,,,0.14,48,1008
11,,Company Identifier,SIC Code,SIC Description,,,1,5,0,0.95,Retail,0,Retail_0001,4,,,,,,,,,,,1.2,,480,32
11,,Company Identifier,SIC Code,SIC Description,,,0.6,5,0,0.95,Retail,0,Retail_0002,5,,,,,,,,,,,0.36,,480,96
11,,Company Identifier,SIC Code,SIC Description,,,0.6,5,0,0.95,Retail,0,Retail_0003,6,,,,,,,,,,,0.48,,480,160
11,,Company Identifier,SIC Code,SIC Description,,,1,5,0,0.95,Retail,0,Retail_0004,6,,,,,,,,,,,1.3,,480,224
11,,Company Identifier,SIC Code,SIC Description,,,0.8,5,0,0.95,Retail,0,Retail_0005,5,,,,,,,,,,,0.48,,480,288
11,,Company Identifier,SIC Code,SIC Description,,,0.7,5,0,0.95,Retail,0,Retail_0006,5,,,,,,,,,,,1.26,,480,352
11,,Company Identifier,SIC Code,SIC Description,,,0.4,5,0,0.95,Retail,0,Retail_0007,6,,,,,,,,,,,0.32,,480,416
11,,Company Identifier,SIC Code,SIC Description,,,1,5,0,0.95,Retail,0,Retail_0008,5,,,,,,,,,,,2,,480,480
11,,Company Identifier,SIC Code,SIC Description,,,0.6,5,0,0.95,Retail,0,Retail_0009,4,,,,,,,,,,,0.39,,480,544
11,,Company Identifier,SIC Code,SIC Description,,,1,5,0,0.95,Retail,0,Retail_0010,4,,,,,,,,,,,1.05,,480,608
11,,Company Identifier,SIC Code,SIC Description,,,0.5,5,0,0.95,Retail,0,Retail_0011,5,,,,,,,,,,,1,,480,672
11,,Company Identifier,SIC Code,SIC Description,,,1.2,5,0,0.95,Retail,0,Retail_0012,6,,,,,,,,,,,1.44,,480,736
11,,Company Identifier,SIC Code,SIC Description,,,0.6,5,0,0.95,Retail,0,Retail_0013,6,,,,,,,,,,,0.78,,480,800
11,,Company Identifier,SIC Code,SIC Description,,,0.6,5,0,0.95,Retail,0,Retail_0014,5,,,,,,,,,,,0.72,,480,864
11,,Company Identifier,SIC Code,SIC Description,,,0.6,5,0,0.95,Retail,0,Retail_0015,6,,,,,,,,,,,0.6,,480,928
11,,Company Identifier,SIC Code,SIC Description,,,0.6,5,0,0.95,Retail,0,Retail_0016,6,,,,,,,,,,,0.6,,480,992
11,,Company Identifier,SIC Code,SIC Description,,,0.6,5,0,0.95,Retail,0,Retail_0017,5,,,,,,,,,,,0.78,,480,1056
11,,Company Identifier,SIC Code,SIC Description,,,0.6,5,0,0.95,Retail,0,Retail_0018,4,,,,,,,,,,,0.75,,480,1120
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,71,Trans_0001,9,,,,,,,,,,,,0.29,144,240
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,108,Trans_0002,6,,,,,,,,,,,,,144,304
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,111,Trans_0003,8,,,,,,,,,,,,,144,368
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,94,Trans_0004,6,,,,,,,,,,,,,144,432
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,105,Trans_0005,9,,,,,,,,,,,,2,144,496
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,123,Trans_0006,8,,,,,,,,,,,,2,144,560
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,279,Trans_0007,7,,,,,,,,,,,,,144,624
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,266,Trans_0008,5,,,,,,,,,,,,0.05,144,688
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,76,Trans_0009,6,,,,,,,,,,,,0.19,144,752
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,392,Trans_0010,21,,,,,,,,,,,,0.91,144,816
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,0,Trans_0011,6,,,,,,,,,,,,0.04,144,880
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,154,Trans_0012,5,,,,,,,,,,,,0.07,144,944
11,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,107,Trans_0013,6,,,,,,,,,,,,0.15,144,1008
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,577,Trans_0014,2,,,,,,,,,,,,2,384,32
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,582,Trans_0015,2,,,,,,,,,,,,2,384,96
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,710,Trans_0016,2,,,,,,,,,,,,2,384,160
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,705,Trans_0017,3,,,,,,,,,,,,2,384,224
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,746,Trans_0018,2,,,,,,,,,,,,2,384,288
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,562,Trans_0019,2,,,,,,,,,,,,2,384,352
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,747,Trans_0020,2,,,,,,,,,,,,2,384,416
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,599,Trans_0021,2,,,,,,,,,,,,2,384,480
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,641,Trans_0022,3,,,,,,,,,,,,2,384,544
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,562,Trans_0023,3,,,,,,,,,,,,0.9,384,608
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,569,Trans_0024,3,,,,,,,,,,,,0.77,384,672
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,714,Trans_0025,3,,,,,,,,,,,,0.54,384,736
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,790,Trans_0026,3,,,,,,,,,,,,0.88,384,800
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,694,Trans_0027,3,,,,,,,,,,,,0.73,384,864
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,622,Trans_0028,4,,,,,,,,,,,,0.52,384,928
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,743,Trans_0029,3,,,,,,,,,,,,0.56,384,992
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,565,Trans_0030,3,,,,,,,,,,,,0.66,384,1056
11,,Company Identifier,SIC Code,SIC Description,,,,,1,,Trans,808,Trans_0031,3,,,,,,,,,,,,0.59,384,1120
