/chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@StageTime_3_p,/stages/stage/@StageTime_3_v,/stages/stage/@StageTime_4_p,/stages/stage/@StageTime_4_v,/stages/stage/@StageTime_5_p,/stages/stage/@StageTime_5_v,/stages/stage/@StageTime_6_p,/stages/stage/@StageTime_6_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
8,,Company Identifier,SIC Code,SIC Description,Part_0002,Trans_0002,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0003,Trans_0003,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0004,Trans_0004,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0005,Trans_0005,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0006,Trans_0006,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0007,Trans_0007,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0008,Trans_0008,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0009,Trans_0009,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0010,Trans_0010,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Part_0012,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0001,Dist_0001,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0002,Dist_0002,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0003,Dist_0003,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0004,Dist_0004,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0005,Dist_0005,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0006,Dist_0006,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0007,Dist_0007,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0008,Dist_0008,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0009,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0009,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0010,Manuf_0001,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0010,Manuf_0002,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0011,Manuf_0003,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,Trans_0012,Manuf_0004,,,,,,,,,,,,,,,,,,,,,,,,
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Dist,0.06,Dist_0001,9.5,0.5,9,0.5,10,,,,,,,,,,0.5,320,224
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Dist,0.06,Dist_0002,9.5,0.5,9,0.5,10,,,,,,,,,,0.5,320,288
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Dist,0.06,Dist_0003,9.5,0.5,9,0.5,10,,,,,,,,,,0.5,320,352
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Dist,0.06,Dist_0004,9.5,0.5,9,0.5,10,,,,,,,,,,0.5,320,416
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Dist,0.06,Dist_0005,9.5,0.5,9,0.5,10,,,,,,,,,,0.5,320,480
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Dist,0.06,Dist_0006,9.5,0.5,9,0.5,10,,,,,,,,,,0.5,320,544
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Dist,0.08,Dist_0007,9.5,0.5,9,0.5,10,,,,,,,,,,0.5,320,608
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Dist,0.08,Dist_0008,9.5,0.5,9,0.5,10,,,,,,,,,,0.5,320,672
8,,Company Identifier,SIC Code,SIC Description,,,,,1,,Dist,0.6,Dist_0009,4,,,,,,,,,,,,,,,800,320
8,,Company Identifier,SIC Code,SIC Description,,,,,1,,Dist,0.6,Dist_0010,4,,,,,,,,,,,,,,,800,448
8,,Company Identifier,SIC Code,SIC Description,,,,,4,,Manuf,9.45,Manuf_0001,1,,,,,,,,,,,,,,,496,320
8,,Company Identifier,SIC Code,SIC Description,,,,,4,,Manuf,9.45,Manuf_0002,1,,,,,,,,,,,,,,,496,448
8,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,1.28,Manuf_0003,2.7438,0.092,1,0.235,2,0.5222,3,0.142,4,0.0072,5,0.0016,7,,0.856598833,704,320
8,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,1.28,Manuf_0004,2.7438,0.092,1,0.235,2,0.5222,3,0.142,4,0.0072,5,0.0016,7,,0.856598833,704,448
8,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,3.25,Part_0001,42.5,0.5,1,0.5,45,,,,,,,,,,2.5,48,224
8,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,11.96,Part_0002,40,,,,,,,,,,,,,,,48,288
8,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,2.16,Part_0003,17.5,0.5,15,0.5,20,,,,,,,,,,2.5,48,352
8,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,10.14,Part_0004,38,0.2,30,0.8,40,,,,,,,,,,4,48,416
8,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,2.9,Part_0005,17.5,0.5,15,0.5,20,,,,,,,,,,2.5,48,480
8,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,7.71,Part_0006,40,1,40,,,,,,,,,,,,0,48,544
8,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,5.45,Part_0007,17.5,0.5,15,0.5,20,,,,,,,,,,2.5,48,608
8,,Company Identifier,SIC Code,SIC Description,,,,,7,,Part,6.6,Part_0008,40,1,40,,,,,,,,,,,,0,48,672
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,41.75,Part_0009,40,,,,,,,,,,,,,,,192,96
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Part,8.2,Part_0010,42.5,0.5,40,0.5,45,,,,,,,,,,2.5,192,160
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,6.34,Part_0011,32.5,0.5,30,0.5,35,,,,,,,,,,2.5,320,32
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Part,4.03,Part_0012,37.5,0.5,35,0.5,40,,,,,,,,,,2.5,320,736
8,,Company Identifier,SIC Code,SIC Description,,,653.5,5,0,0.95,Retail,0,Retail_0001,5,,,,,,,,,,,,,849.55,,912,320
8,,Company Identifier,SIC Code,SIC Description,,,882.25,5,0,0.95,Retail,0,Retail_0002,5,,,,,,,,,,,,,1279.26,,912,448
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Trans,0.34,Trans_0001,8.8,0.4,7,0.6,10,,,,,,,,,,1.469693846,192,224
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Trans,0.34,Trans_0002,4,1,4,,,,,,,,,,,,0,192,288
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Trans,0.34,Trans_0003,4,,,,,,,,,,,,,,,192,352
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Trans,0.34,Trans_0004,6,,,,,,,,,,,,,,,192,416
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Trans,0.34,Trans_0005,4,,,,,,,,,,,,,,,192,480
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Trans,0.34,Trans_0006,6,,,,,,,,,,,,,,,192,544
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Trans,0.34,Trans_0007,6,,,,,,,,,,,,,,,192,608
8,,Company Identifier,SIC Code,SIC Description,,,,,6,,Trans,0.34,Trans_0008,4,,,,,,,,,,,,,,,192,672
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Trans,0.34,Trans_0009,2.2,0.8,2,0.2,3,,,,,,,,,,0.4,320,96
8,,Company Identifier,SIC Code,SIC Description,,,,,5,,Trans,0.34,Trans_0010,2.4,0.6,2,0.4,3,,,,,,,,,,0.489897949,320,160
8,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,0.34,Trans_0011,17.5,0.5,17,0.5,18,,,,,,,,,,0.5,608,320
8,,Company Identifier,SIC Code,SIC Description,,,,,3,,Trans,0.34,Trans_0012,17.5,0.5,17,0.5,18,,,,,,,,,,0.5,608,448
