/chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@StageTime_3_p,/stages/stage/@StageTime_3_v,/stages/stage/@StageTime_4_p,/stages/stage/@StageTime_4_v,/stages/stage/@StageTime_5_p,/stages/stage/@StageTime_5_v,/stages/stage/@StageTime_6_p,/stages/stage/@StageTime_6_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
36,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Manuf_0611,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Manuf_0617,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Manuf_0618,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Manuf_0622,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Manuf_0634,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Manuf_0637,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Retail_0035,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Manuf_0592,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Manuf_0601,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Manuf_0608,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Manuf_0613,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Manuf_0619,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Manuf_0641,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Manuf_0642,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Retail_0036,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0037,Retail_0037,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Manuf_0633,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Manuf_0639,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Manuf_0644,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Manuf_0650,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Retail_0038,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0039,Manuf_0603,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0039,Retail_0039,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0040,Retail_0040,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0041,Retail_0041,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Manuf_0598,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Manuf_0599,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Manuf_0612,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Manuf_0627,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Manuf_0631,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Manuf_0632,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Retail_0042,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0043,Retail_0043,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0044,Retail_0044,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0045,Retail_0045,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0588,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0589,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0595,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0605,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0606,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0614,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0620,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0623,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0624,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0626,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0636,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0643,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0651,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0652,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Retail_0046,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0047,Retail_0047,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0048,Manuf_0610,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0048,Manuf_0621,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0048,Manuf_0625,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0048,Manuf_0647,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0048,Retail_0048,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0049,Manuf_0596,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0049,Retail_0049,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0050,Retail_0050,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0051,Manuf_0597,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0051,Retail_0051,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0052,Manuf_0590,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0052,Manuf_0653,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0052,Retail_0052,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0053,Manuf_0615,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0053,Manuf_0638,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0053,Manuf_0649,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0053,Retail_0053,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0054,Manuf_0591,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0054,Manuf_0630,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0054,Manuf_0635,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0054,Manuf_0640,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0054,Manuf_0646,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0054,Manuf_0648,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0054,Retail_0054,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0055,Manuf_0628,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0055,Manuf_0645,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0055,Retail_0055,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0056,Retail_0056,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0057,Retail_0057,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0058,Retail_0058,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0059,Retail_0059,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0060,Retail_0060,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0061,Retail_0061,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0062,Retail_0062,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0063,Retail_0063,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0064,Retail_0064,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0065,Manuf_0659,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0065,Manuf_0665,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0065,Manuf_0669,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0065,Manuf_0672,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0065,Retail_0065,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0066,Retail_0066,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0067,Retail_0067,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0068,Retail_0068,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0069,Retail_0069,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0070,Retail_0070,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0071,Retail_0071,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0072,Retail_0072,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0073,Retail_0073,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0594,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0600,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0602,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0603,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0604,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0607,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0609,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0611,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0615,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0617,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0618,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0622,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0634,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0637,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0638,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0649,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0654,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0655,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0656,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0657,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0658,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0659,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0660,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0661,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0662,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0663,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0664,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0665,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0666,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0667,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0668,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0669,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0670,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0671,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Manuf_0672,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0074,Retail_0074,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0591,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0592,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0593,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0594,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0600,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0601,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0602,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0603,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0604,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0607,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0608,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0609,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0611,,,,,,,,,,,,,,,,,,,,,,,,
36,,Company Identifier,SIC Code,SIC Description,Manuf_0075,Manuf_0613,,,,,,,,,,,,,,,,,,,,,,,,
