/chain,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@xPos,/stages/stage/@yPos
17,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Dist_0019,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Dist_0020,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Dist_0021,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Dist_0022,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Dist_0023,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Dist_0024,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Dist_0025,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Dist_0026,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Dist_0027,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Dist_0028,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Dist_0029,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Dist_0030,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0012,Dist_0031,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0012,Dist_0032,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0012,Dist_0033,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0013,Dist_0034,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0013,Dist_0035,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0013,Dist_0036,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Dist_0037,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Dist_0038,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Dist_0039,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0015,Dist_0040,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0015,Dist_0041,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0015,Dist_0042,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0016,Dist_0043,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0016,Dist_0044,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0016,Dist_0045,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0017,Dist_0046,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0017,Dist_0047,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0017,Dist_0048,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Dist_0049,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Dist_0050,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Dist_0051,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Dist_0052,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Dist_0053,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Dist_0054,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Dist_0055,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Dist_0056,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Dist_0057,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0021,Dist_0058,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0021,Dist_0059,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0021,Dist_0060,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0022,Dist_0061,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0022,Dist_0062,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0022,Dist_0063,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0023,Dist_0064,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0023,Dist_0065,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0023,Dist_0066,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0024,Dist_0067,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0024,Dist_0068,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0024,Dist_0069,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Dist_0070,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Dist_0071,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Dist_0072,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Dist_0073,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Dist_0074,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Dist_0075,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0027,Dist_0076,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0027,Dist_0077,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0027,Dist_0078,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0028,Dist_0079,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0028,Dist_0080,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0028,Dist_0081,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0029,Dist_0082,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0029,Dist_0083,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0029,Dist_0084,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Dist_0085,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Dist_0086,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Dist_0087,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Dist_0088,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Dist_0089,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Dist_0090,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0032,Dist_0091,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0032,Dist_0092,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Manuf_0032,Dist_0093,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0005,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0005,Retail_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0006,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0007,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0008,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0009,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0009,Retail_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0010,Manuf_0001,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0010,Retail_0003,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0012,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0013,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0014,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0015,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0016,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0017,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0019,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0003,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0004,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0005,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0006,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0007,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0008,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0009,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0010,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0011,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0012,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0013,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0014,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0015,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0016,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0017,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0018,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0019,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0020,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0021,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0022,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0023,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0024,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0025,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0026,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0027,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0028,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0029,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0030,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0031,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0032,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0020,Retail_0005,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0003,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0004,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0005,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0006,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0007,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0008,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0009,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0010,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0011,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0012,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0013,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0014,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0015,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0016,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0017,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0018,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0019,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0020,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0021,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0022,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0023,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0024,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0025,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0026,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0027,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0028,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0029,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0030,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0031,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0032,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0002,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0003,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0004,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0005,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0006,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0007,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0008,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0009,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0010,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0011,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0012,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0013,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0014,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0015,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0016,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0017,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0018,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0019,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0020,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0021,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0022,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0023,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0024,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0025,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0026,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0027,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0028,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0029,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0030,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0031,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0032,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,Trans_0001,Retail_0004,,,,,,,,,,,
17,,Company Identifier,SIC Code,SIC Description,,,2447.27,5,0,0.96,Dist,2,Dist_0001,1,2542.55,656,16
17,,Company Identifier,SIC Code,SIC Description,,,2444.35,5,0,0.96,Dist,2.65,Dist_0002,9,3214.87,656,80
17,,Company Identifier,SIC Code,SIC Description,,,1001.02,5,0,0.96,Dist,34.36,Dist_0003,4,1687.46,656,144
17,,Company Identifier,SIC Code,SIC Description,,,18,3,0,0.98,Dist,1,Dist_0004,2,21.23,656,208
17,,Company Identifier,SIC Code,SIC Description,,,19.29,3,0,0.98,Dist,35.37,Dist_0005,6,15.65,656,272
17,,Company Identifier,SIC Code,SIC Description,,,20,3,0,0.98,Dist,1,Dist_0006,5,13,656,336
17,,Company Identifier,SIC Code,SIC Description,,,93.23,3,0,0.98,Dist,1,Dist_0007,2,116.31,656,400
17,,Company Identifier,SIC Code,SIC Description,,,20.81,3,0,0.98,Dist,11.08,Dist_0008,9,56.54,656,464
17,,Company Identifier,SIC Code,SIC Description,,,16.55,3,0,0.98,Dist,2,Dist_0009,5,15.35,656,528
17,,Company Identifier,SIC Code,SIC Description,,,30.37,3,0,0.98,Dist,2,Dist_0010,2,35.58,656,592
17,,Company Identifier,SIC Code,SIC Description,,,13,3,0,0.98,Dist,15.26,Dist_0011,9,19,656,656
17,,Company Identifier,SIC Code,SIC Description,,,17,3,0,0.98,Dist,1,Dist_0012,5,15,656,720
17,,Company Identifier,SIC Code,SIC Description,,,20.46,3,0,0.98,Dist,1,Dist_0013,1,24.65,656,784
17,,Company Identifier,SIC Code,SIC Description,,,15,3,0,0.98,Dist,203.87,Dist_0014,7,17,656,848
17,,Company Identifier,SIC Code,SIC Description,,,14,3,0,0.98,Dist,93.99,Dist_0015,6,18,656,912
17,,Company Identifier,SIC Code,SIC Description,,,20.52,3,0,0.98,Dist,2,Dist_0016,1,24.95,656,976
17,,Company Identifier,SIC Code,SIC Description,,,15,3,0,0.98,Dist,165.97,Dist_0017,10,17,656,1040
17,,Company Identifier,SIC Code,SIC Description,,,17,3,0,0.98,Dist,52.41,Dist_0018,5,19,656,1104
17,,Company Identifier,SIC Code,SIC Description,,,12,3,0,0.98,Dist,2,Dist_0019,2,17,656,1168
17,,Company Identifier,SIC Code,SIC Description,,,16,3,0,0.98,Dist,8.95,Dist_0020,6,11,656,1232
17,,Company Identifier,SIC Code,SIC Description,,,22.4,3,0,0.98,Dist,3.67,Dist_0021,6,23.91,656,1296
17,,Company Identifier,SIC Code,SIC Description,,,26.15,3,0,0.98,Dist,1,Dist_0022,1,32.35,656,1360
17,,Company Identifier,SIC Code,SIC Description,,,18.26,3,0,0.98,Dist,7.73,Dist_0023,5,24.25,656,1424
17,,Company Identifier,SIC Code,SIC Description,,,16.07,3,0,0.98,Dist,4.53,Dist_0024,4,21,656,1488
17,,Company Identifier,SIC Code,SIC Description,,,15.6,3,0,0.98,Dist,1,Dist_0025,1,19.56,656,1552
17,,Company Identifier,SIC Code,SIC Description,,,18.85,3,0,0.98,Dist,39.58,Dist_0026,7,21.49,656,1616
17,,Company Identifier,SIC Code,SIC Description,,,14.57,3,0,0.98,Dist,18.69,Dist_0027,5,17.7,656,1680
17,,Company Identifier,SIC Code,SIC Description,,,15,3,0,0.98,Dist,2,Dist_0028,1,19,656,1744
17,,Company Identifier,SIC Code,SIC Description,,,11,3,0,0.98,Dist,17.62,Dist_0029,6,15,656,1808
17,,Company Identifier,SIC Code,SIC Description,,,65.31,3,0,0.98,Dist,152.18,Dist_0030,5,34.63,656,1872
17,,Company Identifier,SIC Code,SIC Description,,,12.5,3,0,0.98,Dist,1,Dist_0031,1,14.19,656,1936
17,,Company Identifier,SIC Code,SIC Description,,,16.61,3,0,0.98,Dist,40.03,Dist_0032,8,19.23,656,2000
17,,Company Identifier,SIC Code,SIC Description,,,10.23,3,0,0.98,Dist,23.37,Dist_0033,5,16.96,656,2064
17,,Company Identifier,SIC Code,SIC Description,,,94.02,3,0,0.98,Dist,2,Dist_0034,2,82.16,656,2128
17,,Company Identifier,SIC Code,SIC Description,,,22.6,3,0,0.98,Dist,17.37,Dist_0035,6,34.22,656,2192
17,,Company Identifier,SIC Code,SIC Description,,,18.85,3,0,0.98,Dist,11.91,Dist_0036,6,21.71,656,2256
17,,Company Identifier,SIC Code,SIC Description,,,121.45,3,0,0.98,Dist,1,Dist_0037,2,78.86,656,2320
17,,Company Identifier,SIC Code,SIC Description,,,33.91,3,0,0.98,Dist,14.64,Dist_0038,7,57.07,656,2384
17,,Company Identifier,SIC Code,SIC Description,,,16.29,3,0,0.98,Dist,168.66,Dist_0039,4,30.86,656,2448
17,,Company Identifier,SIC Code,SIC Description,,,19.56,3,0,0.98,Dist,2,Dist_0040,2,16.04,656,2512
17,,Company Identifier,SIC Code,SIC Description,,,18.29,3,0,0.98,Dist,50.86,Dist_0041,8,13.59,656,2576
17,,Company Identifier,SIC Code,SIC Description,,,15.99,3,0,0.98,Dist,164.5,Dist_0042,4,15.36,656,2640
17,,Company Identifier,SIC Code,SIC Description,,,14.3,3,0,0.98,Dist,1,Dist_0043,1,21.87,656,2704
17,,Company Identifier,SIC Code,SIC Description,,,20.13,3,0,0.98,Dist,43.01,Dist_0044,9,12.14,656,2768
17,,Company Identifier,SIC Code,SIC Description,,,10.74,3,0,0.98,Dist,12.65,Dist_0045,4,20.18,656,2832
17,,Company Identifier,SIC Code,SIC Description,,,20.12,3,0,0.98,Dist,1,Dist_0046,1,18.36,656,2896
17,,Company Identifier,SIC Code,SIC Description,,,17.28,3,0,0.98,Dist,24.87,Dist_0047,6,21.2,656,2960
17,,Company Identifier,SIC Code,SIC Description,,,11,3,0,0.98,Dist,1,Dist_0048,3,16,656,3024
17,,Company Identifier,SIC Code,SIC Description,,,16.82,3,0,0.98,Dist,1,Dist_0049,2,31.95,656,3088
17,,Company Identifier,SIC Code,SIC Description,,,24.29,3,0,0.98,Dist,13.21,Dist_0050,10,26.61,656,3152
17,,Company Identifier,SIC Code,SIC Description,,,14.19,3,0,0.98,Dist,2.1,Dist_0051,3,14.33,656,3216
17,,Company Identifier,SIC Code,SIC Description,,,16.24,3,0,0.98,Dist,2,Dist_0052,2,17.45,656,3280
17,,Company Identifier,SIC Code,SIC Description,,,17,3,0,0.98,Dist,31.79,Dist_0053,9,18,656,3344
17,,Company Identifier,SIC Code,SIC Description,,,17.21,3,0,0.98,Dist,1.99,Dist_0054,5,15.92,656,3408
17,,Company Identifier,SIC Code,SIC Description,,,20.1,3,0,0.98,Dist,1,Dist_0055,1,22.93,656,3472
17,,Company Identifier,SIC Code,SIC Description,,,17.53,3,0,0.98,Dist,7.71,Dist_0056,9,20.59,656,3536
17,,Company Identifier,SIC Code,SIC Description,,,19,3,0,0.98,Dist,2,Dist_0057,6,18.73,656,3600
17,,Company Identifier,SIC Code,SIC Description,,,82.65,3,0,0.98,Dist,2,Dist_0058,1,45.84,656,3664
