/chain,,,,,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@StageTime_3_p,/stages/stage/@StageTime_3_v,/stages/stage/@StageTime_4_p,/stages/stage/@StageTime_4_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
12,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0004,,,,,,,,,,,,,,,,,,,,
12,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0005,,,,,,,,,,,,,,,,,,,,
12,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0006,,,,,,,,,,,,,,,,,,,,
12,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0007,,,,,,,,,,,,,,,,,,,,
12,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0008,,,,,,,,,,,,,,,,,,,,
12,,Company Identifier,SIC Code,SIC Description,Trans_0005,Manuf_0009,,,,,,,,,,,,,,,,,,,,
12,,Company Identifier,SIC Code,SIC Description,,,43,0,0,0.98,Dist,1.97,Dist_0001,20,,,,,,,,,60.2,,432,48
12,,Company Identifier,SIC Code,SIC Description,,,69,0,0,0.98,Dist,1.97,Dist_0002,22,,,,,,,,,96.6,,496,48
12,,Company Identifier,SIC Code,SIC Description,,,49,0,0,0.98,Dist,1.97,Dist_0003,22,,,,,,,,,68.6,2,560,48
12,,Company Identifier,SIC Code,SIC Description,,,90,0,0,0.98,Dist,1.97,Dist_0004,19,,,,,,,,,126,,432,112
12,,Company Identifier,SIC Code,SIC Description,,,80,0,0,0.98,Dist,1.97,Dist_0005,20,,,,,,,,,188,,496,112
12,,Company Identifier,SIC Code,SIC Description,,,53,0,0,0.98,Dist,1.97,Dist_0006,23,,,,,,,,,153,2,432,208
12,,Company Identifier,SIC Code,SIC Description,,,96,0,0,0.98,Dist,1.97,Dist_0007,23,,,,,,,,,122,2,496,208
12,,Company Identifier,SIC Code,SIC Description,,,251,0,0,0.98,Dist,1.97,Dist_0008,20,,,,,,,,,329,,560,208
12,,Company Identifier,SIC Code,SIC Description,,,227,0,0,0.98,Dist,1.97,Dist_0009,21,,,,,,,,,361,,432,272
12,,Company Identifier,SIC Code,SIC Description,,,1532,0,0,0.98,Dist,1.97,Dist_0010,24,,,,,,,,,1558,,432,400
12,,Company Identifier,SIC Code,SIC Description,,,823,0,0,0.98,Dist,1.97,Dist_0011,20,,,,,,,,,1275,2,496,400
12,,Company Identifier,SIC Code,SIC Description,,,1616,0,0,0.98,Dist,1.97,Dist_0012,23,,,,,,,,,1271,,560,400
12,,Company Identifier,SIC Code,SIC Description,,,424,0,0,0.98,Dist,1.97,Dist_0013,24,,,,,,,,,1318,2,624,400
12,,Company Identifier,SIC Code,SIC Description,,,1602,0,0,0.98,Dist,1.97,Dist_0014,20,,,,,,,,,1595,,688,400
12,,Company Identifier,SIC Code,SIC Description,,,433,0,0,0.98,Dist,1.97,Dist_0015,22,,,,,,,,,1018,,752,400
12,,Company Identifier,SIC Code,SIC Description,,,1228,0,0,0.98,Dist,1.97,Dist_0016,21,,,,,,,,,1344,,432,464
12,,Company Identifier,SIC Code,SIC Description,,,715,0,0,0.98,Dist,1.97,Dist_0017,24,,,,,,,,,1465,,496,464
12,,Company Identifier,SIC Code,SIC Description,,,1479,0,0,0.98,Dist,1.97,Dist_0018,22,,,,,,,,,3049,,560,464
12,,Company Identifier,SIC Code,SIC Description,,,878,0,0,0.98,Dist,1.97,Dist_0019,23,,,,,,,,,1361,,624,464
12,,Company Identifier,SIC Code,SIC Description,,,689,0,0,0.98,Dist,1.97,Dist_0020,21,,,,,,,,,1276,2,688,464
12,,Company Identifier,SIC Code,SIC Description,,,41,0,0,0.98,Dist,1.97,Dist_0021,22,,,,,,,,,82,,432,576
12,,Company Identifier,SIC Code,SIC Description,,,33,0,0,0.98,Dist,1.97,Dist_0022,22,,,,,,,,,36,,496,576
12,,Company Identifier,SIC Code,SIC Description,,,37,0,0,0.98,Dist,1.97,Dist_0023,21,,,,,,,,,80,,560,576
12,,Company Identifier,SIC Code,SIC Description,,,27,0,0,0.98,Dist,1.97,Dist_0024,24,,,,,,,,,55,2,432,640
12,,Company Identifier,SIC Code,SIC Description,,,72,0,0,0.98,Dist,1.97,Dist_0025,22,,,,,,,,,62,,496,640
12,,Company Identifier,SIC Code,SIC Description,,,162,0,0,0.98,Dist,1.97,Dist_0026,23,,,,,,,,,252,,432,736
12,,Company Identifier,SIC Code,SIC Description,,,71,0,0,0.98,Dist,1.97,Dist_0027,22,,,,,,,,,111,2,496,736
12,,Company Identifier,SIC Code,SIC Description,,,90,0,0,0.98,Dist,1.97,Dist_0028,23,,,,,,,,,80,2,432,800
12,,Company Identifier,SIC Code,SIC Description,,,144,0,0,0.98,Dist,1.97,Dist_0029,23,,,,,,,,,188,,496,800
12,,Company Identifier,SIC Code,SIC Description,,,605,0,0,0.98,Dist,1.97,Dist_0030,21,,,,,,,,,1458,0.3,432,912
12,,Company Identifier,SIC Code,SIC Description,,,1098,0,0,0.98,Dist,1.97,Dist_0031,22,,,,,,,,,1322,,496,912
12,,Company Identifier,SIC Code,SIC Description,,,520,0,0,0.98,Dist,1.97,Dist_0032,24,,,,,,,,,984,,560,912
12,,Company Identifier,SIC Code,SIC Description,,,303,0,0,0.98,Dist,1.97,Dist_0033,20,,,,,,,,,937,2,624,912
12,,Company Identifier,SIC Code,SIC Description,,,1204,0,0,0.98,Dist,1.97,Dist_0034,22,,,,,,,,,2226,,688,912
12,,Company Identifier,SIC Code,SIC Description,,,996,0,0,0.98,Dist,1.97,Dist_0035,19,,,,,,,,,1281,,752,912
12,,Company Identifier,SIC Code,SIC Description,,,758,0,0,0.98,Dist,1.97,Dist_0036,19,,,,,,,,,1750,,432,976
12,,Company Identifier,SIC Code,SIC Description,,,583,0,0,0.98,Dist,1.97,Dist_0037,19,,,,,,,,,744,,496,976
12,,Company Identifier,SIC Code,SIC Description,,,1001,0,0,0.98,Dist,1.97,Dist_0038,20,,,,,,,,,2499,,560,976
12,,Company Identifier,SIC Code,SIC Description,,,600,0,0,0.98,Dist,1.97,Dist_0039,24,,,,,,,,,987,2,624,976
12,,Company Identifier,SIC Code,SIC Description,,,261,0,0,0.98,Dist,1.97,Dist_0040,22,,,,,,,,,536,,688,976
12,,Company Identifier,SIC Code,SIC Description,,,673,0,0,0.98,Dist,1.97,Dist_0041,21,,,,,,,,,635,,432,1088
12,,Company Identifier,SIC Code,SIC Description,,,620,0,0,0.98,Dist,1.97,Dist_0042,20,,,,,,,,,730,,496,1088
12,,Company Identifier,SIC Code,SIC Description,,,1049,0,0,0.98,Dist,1.97,Dist_0043,21,,,,,,,,,1017,,560,1088
12,,Company Identifier,SIC Code,SIC Description,,,317,0,0,0.98,Dist,1.97,Dist_0044,24,,,,,,,,,791,2,624,1088
12,,Company Identifier,SIC Code,SIC Description,,,1634,0,0,0.98,Dist,1.97,Dist_0045,22,,,,,,,,,1211,,688,1088
12,,Company Identifier,SIC Code,SIC Description,,,1003,0,0,0.98,Dist,1.97,Dist_0046,21,,,,,,,,,1313,,752,1088
12,,Company Identifier,SIC Code,SIC Description,,,1428,0,0,0.98,Dist,1.97,Dist_0047,21,,,,,,,,,2330,,432,1152
12,,Company Identifier,SIC Code,SIC Description,,,450,0,0,0.98,Dist,1.97,Dist_0048,20,,,,,,,,,481,2,496,1152
12,,Company Identifier,SIC Code,SIC Description,,,163,0,0,0.98,Dist,1.97,Dist_0049,22,,,,,,,,,271,,560,1152
12,,Company Identifier,SIC Code,SIC Description,,,873,0,0,0.98,Dist,1.97,Dist_0050,19,,,,,,,,,1106,,624,1152
12,,Company Identifier,SIC Code,SIC Description,,,610,0,0,0.98,Dist,1.97,Dist_0051,21,,,,,,,,,1212,2,688,1152
12,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,0.92,Manuf_0001,19,0.3,15,0.6,20,0.1,25,,,,3,128,720
12,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,0.96,Manuf_0002,19,0.3,15,0.6,20,0.1,25,,,,3,128,848
12,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,0.43,Manuf_0003,23,,,,,,,,,,,336,80
12,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,0.49,Manuf_0004,19,,,,,,,,,,,336,240
12,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,1.25,Manuf_0005,22,,,,,,,,,,,336,432
12,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,0.36,Manuf_0006,19.6,0.15,18,0.25,19,0.45,20,0.15,21,,0.916515139,336,608
12,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,0.97,Manuf_0007,19.6,0.15,18,0.25,19,0.45,20,0.15,21,,0.916515139,336,768
12,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,0.61,Manuf_0008,19.6,0.15,18,0.25,19,0.45,20,0.15,21,,0.916515139,336,944
12,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,0.74,Manuf_0009,19.6,0.15,18,0.25,19,0.45,20,0.15,21,,0.916515139,336,1104
12,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.81,Part_0001,23,,,,,,,,,,,16,624
12,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.53,Part_0002,21,,,,,,,,,,,16,688
12,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.9,Part_0003,19,,,,,,,,,,,16,752
12,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.82,Part_0004,22,,,,,,,,,,,16,816
12,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.53,Part_0005,22,,,,,,,,,,,16,880
12,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.46,Part_0006,21,,,,,,,,,,,16,944
12,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,0.36,Part_0007,21.5,0.75,20,0.2,25,0.05,30,,,,2.783882181,128,144
12,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,0.56,Part_0008,21.5,0.75,20,0.2,25,0.05,30,,,,2.783882181,128,208
12,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,0.47,Part_0009,21.5,0.75,20,0.2,25,0.05,30,,,,2.783882181,128,272
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.53,Part_0010,21,,,,,,,,,,,224,16
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,1.32,Part_0011,22,,,,,,,,,,,224,80
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.37,Part_0012,21,,,,,,,,,,5,224,336
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.88,Part_0013,23,,,,,,,,,,,224,400
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.84,Part_0014,23,,,,,,,,,,,224,464
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.88,Part_0015,24,,,,,,,,,,,224,528
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.5,Part_0016,22,,,,,,,,,,,224,592
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.38,Part_0017,19,,,,,,,,,,,224,656
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.67,Part_0018,22,,,,,,,,,,,224,784
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.68,Part_0019,21,,,,,,,,,,,224,912
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.83,Part_0020,21,,,,,,,,,,,224,976
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.49,Part_0021,19,,,,,,,,,,,224,1040
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.35,Part_0022,19,,,,,,,,,,,224,1104
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.69,Part_0023,21,,,,,,,,,,,224,1168
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,5,Trans_0001,7.5,0.3,5,0.5,8,0.2,10,,,,1.802775638,224,144
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,14,Trans_0002,7.5,0.3,5,0.5,8,0.2,10,,,,1.802775638,224,208
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,21,Trans_0003,9.3,0.2,5,0.2,8,0.25,10,0.35,12,,2.590366769,224,272
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0.2,Trans_0004,20,,,,,,,,,,,224,720
12,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0.2,Trans_0005,23,,,,,,,,,,,224,848
