/chain,,,,,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@StageTime_3_p,/stages/stage/@StageTime_3_v,/stages/stage/@StageTime_4_p,/stages/stage/@StageTime_4_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
26,,Company Identifier,SIC Code,SIC Description,Manuf_0029,Manuf_0057,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Manuf_0057,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Retail_0002,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0032,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0033,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0033,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0034,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0034,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0037,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0037,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0039,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0039,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0040,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0040,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0041,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0041,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Manuf_0058,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0042,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0043,Manuf_0060,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0044,Manuf_0060,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0045,Manuf_0060,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0046,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0047,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0048,Manuf_0061,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0049,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0050,Manuf_0063,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0051,Manuf_0063,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0052,Manuf_0064,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0053,Manuf_0065,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0054,Manuf_0065,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0055,Retail_0001,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0056,Retail_0001,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0057,Retail_0001,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0058,Retail_0001,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0059,Retail_0002,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0060,Retail_0002,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0061,Retail_0002,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0062,Retail_0002,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0063,Retail_0002,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0064,Retail_0002,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Manuf_0065,Retail_0002,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0001,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0001,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0002,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0003,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0005,Manuf_0003,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0006,Manuf_0004,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0007,Manuf_0004,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0008,Manuf_0005,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0009,Manuf_0005,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0010,Manuf_0006,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0010,Manuf_0007,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0008,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0012,Manuf_0009,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0013,Manuf_0010,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0014,Manuf_0011,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0015,Manuf_0012,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0016,Manuf_0012,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0017,Manuf_0012,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0013,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0019,Manuf_0014,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0015,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0015,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0015,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0023,Manuf_0016,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0024,Manuf_0017,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0025,Manuf_0018,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0026,Manuf_0019,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0027,Manuf_0020,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0028,Manuf_0021,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0029,Manuf_0022,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0023,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0031,Manuf_0022,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0031,Manuf_0023,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0031,Manuf_0024,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0031,Manuf_0025,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0024,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0025,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0024,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0025,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0034,Manuf_0025,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0025,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0036,Manuf_0026,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0037,Manuf_0027,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0028,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0043,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0039,Manuf_0030,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0030,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0030,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0042,Manuf_0030,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0043,Manuf_0030,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0044,Manuf_0030,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0045,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0046,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0046,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0047,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0047,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0048,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0048,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0049,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0049,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0050,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0050,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0051,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0051,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0052,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0052,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0053,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0053,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0054,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0054,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0055,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0055,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0050,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0057,Manuf_0029,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0057,Manuf_0062,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0058,Manuf_0031,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0059,Manuf_0031,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0060,Manuf_0031,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0061,Manuf_0032,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0062,Manuf_0032,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0062,Manuf_0046,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0063,Manuf_0033,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0064,Manuf_0034,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0065,Manuf_0034,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0066,Manuf_0035,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0067,Manuf_0036,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0068,Manuf_0037,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0069,Manuf_0037,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0070,Manuf_0037,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0071,Manuf_0037,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0072,Manuf_0038,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0073,Manuf_0039,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0074,Manuf_0039,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0075,Manuf_0039,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0076,Manuf_0040,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0077,Manuf_0041,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0078,Manuf_0042,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0079,Manuf_0042,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0080,Manuf_0044,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0081,Manuf_0045,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0082,Manuf_0046,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0083,Manuf_0047,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0084,Manuf_0048,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0085,Manuf_0048,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0086,Manuf_0049,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0087,Manuf_0050,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0088,Manuf_0050,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0089,Manuf_0050,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0090,Manuf_0050,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0091,Manuf_0050,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0092,Manuf_0051,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0093,Manuf_0051,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0094,Manuf_0052,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0095,Manuf_0053,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0096,Manuf_0054,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0097,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0098,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0099,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0100,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0101,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0102,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0103,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0104,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0105,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0106,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0107,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0108,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0109,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0110,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0111,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0112,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0113,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0114,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0115,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0116,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0117,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0118,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0119,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0120,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0121,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0122,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0123,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0124,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0125,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0126,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0127,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0127,Manuf_0059,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0128,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0128,Manuf_0059,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0129,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0129,Manuf_0059,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0130,Manuf_0055,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0130,Manuf_0059,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0131,Manuf_0056,,,,,,,,,,,,,,,,,,,,
26,,Company Identifier,SIC Code,SIC Description,Part_0132,Manuf_0056,,,,,,,,,,,,,,,,,,,,
