/chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@StageTime_3_p,/stages/stage/@StageTime_3_v,/stages/stage/@StageTime_4_p,/stages/stage/@StageTime_4_v,/stages/stage/@StageTime_5_p,/stages/stage/@StageTime_5_v,/stages/stage/@StageTime_6_p,/stages/stage/@StageTime_6_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
20,,Company Identifier,SIC Code,SIC Description,Part_0009,Manuf_0009,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0010,Manuf_0009,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0009,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0012,Manuf_0009,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0013,Manuf_0009,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0014,Trans_0001,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0014,Trans_0002,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0015,Manuf_0011,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0016,Trans_0003,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0017,Trans_0004,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0018,Trans_0006,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0019,Trans_0007,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0020,Trans_0009,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0020,Trans_0020,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0021,Trans_0010,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0021,Trans_0021,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0022,Trans_0011,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0022,Trans_0022,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0023,Trans_0012,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0023,Trans_0023,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0024,Trans_0013,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0024,Trans_0024,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0025,Trans_0014,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0025,Trans_0025,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0026,Trans_0015,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0026,Trans_0026,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0027,Trans_0016,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0027,Trans_0027,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0028,Trans_0029,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0029,Trans_0030,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0014,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0031,Manuf_0014,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0014,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0016,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0034,Manuf_0017,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0035,Manuf_0018,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0036,Manuf_0039,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0037,Manuf_0039,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0038,Manuf_0040,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0039,Manuf_0040,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0040,Manuf_0040,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0041,Manuf_0041,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0042,Manuf_0041,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0043,Manuf_0041,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0044,Manuf_0041,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0045,Manuf_0042,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0046,Manuf_0042,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0047,Manuf_0042,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0048,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0049,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0050,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0051,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0052,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0053,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0054,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0055,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0056,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0057,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0058,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0059,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0060,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0061,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0062,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0063,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0064,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0065,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0066,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0067,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0068,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0069,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0070,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0071,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0072,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0073,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Part_0074,Manuf_0044,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0012,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0002,Manuf_0013,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0003,Manuf_0016,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0016,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0005,Manuf_0016,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0006,Manuf_0017,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0017,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0018,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0009,Manuf_0019,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0010,Manuf_0020,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0011,Manuf_0021,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0012,Manuf_0022,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0013,Manuf_0023,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0014,Manuf_0024,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0015,Manuf_0025,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0016,Manuf_0026,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0017,Manuf_0027,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0018,Manuf_0028,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0019,Manuf_0029,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0020,Manuf_0030,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0021,Manuf_0031,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0022,Manuf_0032,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0023,Manuf_0033,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0024,Manuf_0034,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0025,Manuf_0035,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0026,Manuf_0036,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0027,Manuf_0037,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0028,Manuf_0038,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0029,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0030,Manuf_0043,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0031,Retail_0001,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0032,Retail_0001,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0033,Retail_0001,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0034,Retail_0002,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0035,Retail_0002,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,Trans_0036,Retail_0002,,,,,,,,,,,,,,,,,,,,,,,,
20,,Company Identifier,SIC Code,SIC Description,,,,,8,,Manuf,2.01,Manuf_0001,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,288,2368
20,,Company Identifier,SIC Code,SIC Description,,,,,8,,Manuf,1.25,Manuf_0002,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,288,2432
20,,Company Identifier,SIC Code,SIC Description,,,,,7,,Manuf,2.02,Manuf_0003,2,,,,,,,,,,,,,,,384,2400
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Manuf,1.31,Manuf_0004,1,,,,,,,,,,,,,,,496,1248
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Manuf,1.91,Manuf_0005,2,,,,,,,,,,,,,,,480,1808
20,,Company Identifier,SIC Code,SIC Description,,,,,6,,Manuf,1.26,Manuf_0006,1,,,,,,,,,,,,,,,480,2400
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Manuf,1.31,Manuf_0007,3,,,,,,,,,,,,,,,608,880
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Manuf,2.18,Manuf_0008,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,608,1248
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Manuf,1.87,Manuf_0009,2,,,,,,,,,,,,,,,608,1808
20,,Company Identifier,SIC Code,SIC Description,,,,,5,,Manuf,2.04,Manuf_0010,2,,,,,,,,,,,,,,,608,2400
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Manuf,1.97,Manuf_0011,3.45,0.25,1,0.55,4,0.2,5,,,,,,,,1.465435089,720,624
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Manuf,1.5,Manuf_0012,18,,,,,,,,,,,,,,,720,1328
20,,Company Identifier,SIC Code,SIC Description,,,,,4,,Manuf,1.38,Manuf_0013,1,,,,,,,,,,,,,,,720,2656
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.58,Manuf_0014,2,,,,,,,,,,,,,,,864,432
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.15,Manuf_0015,1,,,,,,,,,,,,,,,864,624
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.65,Manuf_0016,1,,,,,,,,,,,,,,,864,816
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,2.12,Manuf_0017,1,,,,,,,,,,,,,,,864,1072
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.38,Manuf_0018,1,,,,,,,,,,,,,,,864,1328
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.37,Manuf_0019,45,,,,,,,,,,,,,,,864,1376
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.91,Manuf_0020,2,,,,,,,,,,,,,,,864,1440
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.77,Manuf_0021,1,,,,,,,,,,,,,,,864,1504
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.8,Manuf_0022,2,,,,,,,,,,,,,,,864,1568
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.58,Manuf_0023,1,,,,,,,,,,,,,,,864,1632
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.08,Manuf_0024,2,,,,,,,,,,,,,,,864,1696
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.25,Manuf_0025,2,,,,,,,,,,,,,,,864,1760
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.63,Manuf_0026,1,,,,,,,,,,,,,,,864,1824
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.14,Manuf_0027,1,,,,,,,,,,,,,,,864,1888
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.25,Manuf_0028,1,,,,,,,,,,,,,,,864,1952
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.79,Manuf_0029,2,,,,,,,,,,,,,,,864,2016
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.74,Manuf_0030,80,,,,,,,,,,,,,,,864,2080
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.96,Manuf_0031,2,,,,,,,,,,,,,,,864,2144
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.68,Manuf_0032,1,,,,,,,,,,,,,,,864,2208
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.12,Manuf_0033,1,,,,,,,,,,,,,,,864,2272
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,2,Manuf_0034,2,,,,,,,,,,,,,,,864,2336
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.86,Manuf_0035,1,,,,,,,,,,,,,,,864,2400
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.37,Manuf_0036,1,,,,,,,,,,,,,,,864,2464
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.17,Manuf_0037,2,,,,,,,,,,,,,,,864,2528
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.7,Manuf_0038,1,,,,,,,,,,,,,,,864,2592
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.23,Manuf_0039,2,,,,,,,,,,,,,,,864,2656
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.88,Manuf_0040,2,,,,,,,,,,,,,,,864,3376
20,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,1.79,Manuf_0041,1,,,,,,,,,,,,,,,864,3568
