/chain,,,,,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@StageTime_1_p,/stages/stage/@StageTime_1_v,/stages/stage/@StageTime_2_p,/stages/stage/@StageTime_2_v,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
9,,Company Identifier,SIC Code,SIC Description,Part_0014,Manuf_0003,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,Part_0014,Manuf_0004,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,Part_0015,Manuf_0004,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,Part_0016,Manuf_0004,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0002,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0003,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,Trans_0002,Manuf_0002,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,Trans_0002,Manuf_0003,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,Trans_0002,Manuf_0004,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,Trans_0003,Manuf_0004,,,,,,,,,,,,,,,,
9,,Company Identifier,SIC Code,SIC Description,,,125,2,0,0.95,Dist,0.71,Dist_0001,3,,,,,187.5,,736,32
9,,Company Identifier,SIC Code,SIC Description,,,135,2,0,0.95,Dist,0.83,Dist_0002,3,,,,,155.25,,736,96
9,,Company Identifier,SIC Code,SIC Description,,,63,2,0,0.95,Dist,0.56,Dist_0003,4.29,,,,,86.94,0.2,736,160
9,,Company Identifier,SIC Code,SIC Description,,,61,2,0,0.95,Dist,0.84,Dist_0004,4.31,,,,,124.44,0.21,736,224
9,,Company Identifier,SIC Code,SIC Description,,,599,2,0,0.95,Dist,0.84,Dist_0005,3,,,,,766.72,,736,288
9,,Company Identifier,SIC Code,SIC Description,,,1017,2,0,0.95,Dist,0.81,Dist_0006,4,,,,,1657.71,,736,352
9,,Company Identifier,SIC Code,SIC Description,,,429,2,0,0.95,Dist,0.61,Dist_0007,5.88,,,,,592.02,0.26,736,416
9,,Company Identifier,SIC Code,SIC Description,,,476,2,0,0.95,Dist,0.72,Dist_0008,2,,,,,856.8,,736,480
9,,Company Identifier,SIC Code,SIC Description,,,291,2,0,0.95,Dist,0.5,Dist_0009,4.59,,,,,558.72,0.3,736,544
9,,Company Identifier,SIC Code,SIC Description,,,554,2,0,0.95,Dist,0.71,Dist_0010,3,,,,,1002.74,,736,608
9,,Company Identifier,SIC Code,SIC Description,,,410,2,0,0.95,Dist,0.73,Dist_0011,5.16,,,,,500.2,0.29,736,672
9,,Company Identifier,SIC Code,SIC Description,,,775,2,0,0.95,Dist,0.75,Dist_0012,2,,,,,1123.75,,736,736
9,,Company Identifier,SIC Code,SIC Description,,,271,2,0,0.95,Dist,0.5,Dist_0013,4,,,,,441.73,,736,800
9,,Company Identifier,SIC Code,SIC Description,,,868,2,0,0.95,Dist,0.65,Dist_0014,3,,,,,1562.4,,736,864
9,,Company Identifier,SIC Code,SIC Description,,,710,2,0,0.95,Dist,0.79,Dist_0015,3,,,,,1668.5,,736,928
9,,Company Identifier,SIC Code,SIC Description,,,215,2,0,0.95,Dist,0.77,Dist_0016,3.57,,,,,574.05,0.18,736,992
9,,Company Identifier,SIC Code,SIC Description,,,728,2,0,0.95,Dist,0.85,Dist_0017,2,,,,,2038.4,,736,1056
9,,Company Identifier,SIC Code,SIC Description,,,484,2,0,0.95,Dist,0.73,Dist_0018,4,,,,,1108.36,,736,1120
9,,Company Identifier,SIC Code,SIC Description,,,535,2,0,0.95,Dist,0.62,Dist_0019,2,,,,,1278.65,,736,1184
9,,Company Identifier,SIC Code,SIC Description,,,349,2,0,0.95,Dist,0.69,Dist_0020,4.54,,,,,471.15,0.2,736,1248
9,,Company Identifier,SIC Code,SIC Description,,,355,2,0,0.95,Dist,0.76,Dist_0021,4.51,,,,,635.45,0.28,736,1312
9,,Company Identifier,SIC Code,SIC Description,,,870,2,0,0.95,Dist,0.75,Dist_0022,3,,,,,1618.2,,736,1376
9,,Company Identifier,SIC Code,SIC Description,,,463,2,0,0.95,Dist,0.8,Dist_0023,3,,,,,504.67,,736,1440
9,,Company Identifier,SIC Code,SIC Description,,,325,2,0,0.95,Dist,0.81,Dist_0024,3,,,,,419.25,,736,1504
9,,Company Identifier,SIC Code,SIC Description,,,312,2,0,0.95,Dist,0.82,Dist_0025,2,,,,,496.08,,736,1568
9,,Company Identifier,SIC Code,SIC Description,,,162,2,0,0.95,Dist,0.59,Dist_0026,4,,,,,202.5,,736,1632
9,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,0.23,Manuf_0001,2,,,,,,,208,560
9,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,0.74,Manuf_0002,1,,,,,,,544,128
9,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,1.07,Manuf_0003,2,,,,,,,544,560
9,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,1.28,Manuf_0004,1,,,,,,,544,1312
9,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.18,Part_0001,27,,,,,,,48,400
9,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.45,Part_0002,26,,,,,,,48,464
9,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.33,Part_0003,26,,,,,,,48,528
9,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.08,Part_0004,23,,,,,,,48,592
9,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.09,Part_0005,25,,,,,,,48,656
9,,Company Identifier,SIC Code,SIC Description,,,,,4,,Part,0.43,Part_0006,24,,,,,,,48,720
9,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,18.61,Part_0007,37.5,0.75,35,0.25,45,,4.330127019,208,192
9,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,18.02,Part_0008,37.5,0.75,35,0.25,45,,4.330127019,208,1376
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.26,Part_0009,26.33,,,,,,4.76,368,64
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.34,Part_0010,22,,,,,,,368,128
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.03,Part_0011,28,,,,,,,368,624
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.06,Part_0012,24,,,,,,,368,688
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.32,Part_0013,18,,,,,,,368,752
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.44,Part_0014,19,,,,,,,368,816
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.06,Part_0015,21,,,,,,,368,1248
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Part,0.22,Part_0016,24,,,,,,,368,1312
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0,Trans_0001,2,,,,,,,368,192
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0,Trans_0002,2,,,,,,,368,560
9,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0,Trans_0003,2,,,,,,,368,1376
