/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
6,,Company Identifier,SIC Code,SIC Description,,,40.12,0,0,0.96,Dist,0.05,Dist_0005,2,2.81,1,496,288
6,,Company Identifier,SIC Code,SIC Description,,,191.48,0,0,0.96,Dist,0.35,Dist_0006,14,2.57,3,496,352
6,,Company Identifier,SIC Code,SIC Description,,,1708.98,0,0,0.96,Dist,0.25,Dist_0007,9,3.15,2,496,416
6,,Company Identifier,SIC Code,SIC Description,,,857.28,0,0,0.96,Dist,0.05,Dist_0008,2,2.83,1,496,480
6,,Company Identifier,SIC Code,SIC Description,,,156.35,0,0,0.96,Dist,0.35,Dist_0009,14,2.63,3,496,544
6,,Company Identifier,SIC Code,SIC Description,,,1600.58,0,0,0.96,Dist,0.25,Dist_0010,9,3.14,2,496,608
6,,Company Identifier,SIC Code,SIC Description,,,1001.53,0,0,0.96,Dist,0.05,Dist_0011,2,2.91,1,496,688
6,,Company Identifier,SIC Code,SIC Description,,,881.83,0,0,0.96,Dist,0.35,Dist_0012,14,2.5,3,496,768
6,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,0.25,Manuf_0001,53,,,80,96
6,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,0.85,Manuf_0002,60,,,80,192
6,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,0.15,Manuf_0003,53,,,80,288
6,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,0.83,Manuf_0004,53,,,80,480
6,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,0.91,Manuf_0005,60,,,80,576
6,,Company Identifier,SIC Code,SIC Description,,,,,3,,Manuf,0.86,Manuf_0006,53,,,80,688
6,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,1.21,Manuf_0007,20,,5,352,96
6,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,1.43,Manuf_0008,20,,5,352,288
6,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,1.11,Manuf_0009,18,,4,352,480
6,,Company Identifier,SIC Code,SIC Description,,,,,1,,Manuf,1.16,Manuf_0010,18,,4,352,688
6,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0.1,Trans_0001,2,,,208,96
6,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0.05,Trans_0002,2,,,208,192
6,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0.1,Trans_0003,2,,,208,288
6,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0.1,Trans_0004,2,,,208,480
6,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0.05,Trans_0005,2,,,208,576
6,,Company Identifier,SIC Code,SIC Description,,,,,2,,Trans,0.1,Trans_0006,2,,,208,688
